OTU_19	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina
OTU_5895	k__Fungi;p__Ascomycota
OTU_5904	k__Fungi
OTU_5898	k__Fungi
OTU_5901	k__Fungi
OTU_5885	k__Fungi
OTU_5914	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Lopadostoma;s__Lopadostoma_meridionale_SH195185.07FU
OTU_5869	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Gigaspora
OTU_5906	k__Fungi
OTU_5892	k__Fungi
OTU_5910	k__Fungi;p__Basidiomycota
OTU_5907	k__Fungi;p__Ascomycota
OTU_5905	k__Fungi;p__Ascomycota
OTU_5911	k__Fungi;p__Ascomycota
OTU_5909	k__Fungi;p__Ascomycota
OTU_5873	k__Fungi
OTU_5882	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
OTU_5915	k__Fungi;p__Ascomycota
OTU_5920	k__Fungi;p__Ascomycota
OTU_5913	k__Fungi;p__Chytridiomycota
OTU_5916	k__Fungi;p__Ascomycota
OTU_5896	k__Fungi
OTU_5923	k__Fungi;p__Ascomycota
OTU_5924	k__Fungi;p__Ascomycota
OTU_5926	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_5908	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae
OTU_5929	k__Fungi;p__Ascomycota
OTU_5925	k__Fungi
OTU_5928	k__Fungi
OTU_5893	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Chaetomellaceae;g__Pilidium;s__Pilidium_acerinum_SH182034.07FU
OTU_5927	k__Fungi
OTU_5945	k__Fungi
OTU_5939	k__Fungi
OTU_5935	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
OTU_5918	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma;s__Ganoderma_australe_SH187269.07FU
OTU_5940	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_5949	k__Fungi
OTU_5942	k__Fungi;p__Ascomycota
OTU_5943	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
OTU_5946	k__Fungi
OTU_5948	k__Fungi
OTU_5938	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_5941	k__Fungi
OTU_5951	k__Fungi
OTU_5934	k__Fungi;p__Ascomycota
OTU_5919	k__Fungi
OTU_5937	k__Fungi;p__Chytridiomycota
OTU_5933	k__Fungi
OTU_5952	k__Fungi;p__Ascomycota
OTU_5930	k__Fungi
OTU_5931	k__Fungi
OTU_5954	k__Fungi;p__Ascomycota;c__Xylonomycetes;o__Xylonomycetales;f__Xylonomycetales_fam_Incertae_sedis;g__Symbiotaphrina;s__Symbiotaphrina_buchneri_SH643910.07FU
OTU_5950	k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__GS08
OTU_5960	k__Fungi;p__Ascomycota
OTU_5961	k__Fungi;p__Ascomycota
OTU_5962	k__Fungi;p__Basidiomycota
OTU_5957	k__Fungi
OTU_5964	k__Fungi
OTU_5955	k__Fungi
OTU_5953	k__Fungi
OTU_5956	k__Fungi
OTU_5970	k__Fungi
OTU_5967	k__Fungi;p__Ascomycota
OTU_5968	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_5965	k__Fungi
OTU_5972	k__Fungi
OTU_5944	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_5974	k__Fungi
OTU_5976	k__Fungi;p__Ascomycota
OTU_5982	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Phylloporus;s__Phylloporus_phaeoxanthus_SH223176.07FU
OTU_5971	k__Fungi
OTU_5977	k__Fungi;p__Ascomycota
OTU_5978	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_5975	k__Fungi;p__Basidiomycota
OTU_5980	k__Fungi;p__Ascomycota
OTU_5959	k__Fungi
OTU_5983	k__Fungi;p__Ascomycota
OTU_5969	k__Fungi
OTU_5988	k__Fungi
OTU_5963	k__Fungi
OTU_5984	k__Fungi;p__Basidiomycota
OTU_5985	k__Fungi;p__Ascomycota
OTU_5973	k__Fungi
OTU_5999	k__Fungi
OTU_5987	k__Fungi
OTU_6011	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Placopyrenium;s__Placopyrenium_cinereoatratum_SH202830.07FU
OTU_5989	k__Fungi
OTU_5993	k__Fungi;p__Ascomycota
OTU_5994	k__Fungi;p__Ascomycota
OTU_5998	k__Fungi
OTU_5995	k__Fungi
OTU_6000	k__Fungi
OTU_5996	k__Fungi
OTU_6002	k__Fungi
OTU_6001	k__Fungi;p__Ascomycota
OTU_6005	k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis
OTU_6007	k__Fungi
OTU_5981	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_turrialbense_SH177684.07FU
OTU_6006	k__Fungi
OTU_6008	k__Fungi
OTU_6012	k__Fungi
OTU_6014	k__Fungi
OTU_6018	k__Fungi
OTU_6015	k__Fungi
OTU_6016	k__Fungi
OTU_5997	k__Fungi
OTU_6020	k__Fungi;p__Basidiomycota
OTU_6022	k__Fungi
OTU_6023	k__Fungi;p__Ascomycota
OTU_6003	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_6026	k__Fungi;p__Ascomycota
OTU_6010	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_micaceus_SH220365.07FU
OTU_6025	k__Fungi;p__Ascomycota
OTU_6035	k__Fungi
OTU_6004	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae
OTU_6030	k__Fungi;p__Ascomycota
OTU_6036	k__Fungi
OTU_6046	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae;g__Helvella;s__Helvella_elastica_SH182640.07FU
OTU_6034	k__Fungi
OTU_6017	k__Fungi;p__Ascomycota
OTU_6021	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea_SH190714.07FU
OTU_6019	k__Fungi
OTU_6042	k__Fungi;p__Ascomycota
OTU_6041	k__Fungi
OTU_6044	k__Fungi;p__Chytridiomycota
OTU_6029	k__Fungi;p__Chytridiomycota
OTU_6043	k__Fungi;p__Ascomycota
OTU_6032	k__Unassigned
OTU_6045	k__Fungi
OTU_6047	k__Fungi;p__Ascomycota
OTU_6013	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Dentiscutata;s__Dentiscutata_heterogama_SH004414.07FU
OTU_6049	k__Fungi;p__Ascomycota
OTU_6052	k__Fungi
OTU_6038	k__Fungi;p__Ascomycota
OTU_6028	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_xanthocercidis_SH278794.07FU
OTU_6063	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae;g__Helvella;s__Helvella_elastica_SH182640.07FU
OTU_6040	k__Fungi
OTU_6054	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_6037	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe
OTU_6053	k__Fungi
OTU_6059	k__Fungi
OTU_6056	k__Fungi
OTU_6062	k__Fungi
OTU_6051	k__Fungi;p__Ascomycota
OTU_6039	k__Fungi;p__Ascomycota;c__Dothideomycetes
OTU_6055	k__Fungi;p__Ascomycota
OTU_6048	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales
OTU_6058	k__Fungi;p__Ascomycota
OTU_6061	k__Fungi
OTU_6065	k__Fungi;p__Ascomycota
OTU_6066	k__Fungi
OTU_6069	k__Fungi;p__Ascomycota
OTU_6067	k__Fungi;p__Ascomycota
OTU_6068	k__Fungi;p__Ascomycota
OTU_6071	k__Fungi;p__Ascomycota
OTU_6060	k__Fungi
OTU_6070	k__Fungi
OTU_6075	k__Fungi
OTU_6083	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Recurvomyces
OTU_6079	k__Fungi;p__Ascomycota
OTU_6093	k__Fungi
OTU_6076	k__Fungi
OTU_6088	k__Fungi;p__Ascomycota
OTU_6081	k__Fungi
OTU_6080	k__Fungi
OTU_6085	k__Fungi
OTU_6078	k__Fungi
OTU_6092	k__Fungi;p__Ascomycota
OTU_6084	k__Fungi
OTU_6094	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita
OTU_6087	k__Fungi
OTU_6073	k__Fungi;p__Ascomycota
OTU_6086	k__Fungi
OTU_6072	k__Fungi
OTU_6099	k__Fungi;p__Ascomycota
OTU_6100	k__Fungi;p__Ascomycota
OTU_6101	k__Fungi;p__Ascomycota
OTU_6103	k__Fungi;p__Ascomycota
OTU_6106	k__Fungi
OTU_6102	k__Fungi
OTU_6077	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_6105	k__Fungi
OTU_6109	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Penidiella
OTU_6098	k__Fungi
OTU_6108	k__Fungi;p__Ascomycota
OTU_6107	k__Fungi;p__Ascomycota
OTU_6113	k__Fungi
OTU_6112	k__Fungi
OTU_6110	k__Fungi
OTU_6089	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae
OTU_6120	k__Fungi
OTU_6091	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_pseudomangiferae_SH242921.07FU
OTU_6124	k__Fungi;p__Ascomycota
OTU_6129	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_succosus_SH183761.07FU
OTU_6117	k__Fungi;p__Ascomycota
OTU_6118	k__Fungi
OTU_6126	k__Fungi;p__Ascomycota
OTU_6130	k__Fungi
OTU_6128	k__Fungi
OTU_6127	k__Fungi;p__Ascomycota
OTU_6116	k__Fungi
OTU_6132	k__Fungi
OTU_6137	k__Fungi
OTU_6135	k__Fungi;p__Ascomycota
OTU_6119	k__Fungi
OTU_6136	k__Fungi
OTU_6145	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Derxomyces
OTU_6134	k__Fungi
OTU_6122	k__Fungi
OTU_6138	k__Fungi
OTU_6147	k__Fungi
OTU_6104	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Gigaspora
OTU_6133	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea_SH202088.07FU
OTU_6115	k__Fungi
OTU_6155	k__Fungi
OTU_6148	k__Fungi
OTU_6149	k__Fungi;p__Ascomycota
OTU_6151	k__Fungi;p__Ascomycota
OTU_6154	k__Fungi
OTU_6150	k__Fungi
OTU_6156	k__Fungi
OTU_6131	k__Fungi;p__Ascomycota
OTU_6157	k__Fungi
OTU_6159	k__Fungi;p__Ascomycota
OTU_6160	k__Fungi;p__Ascomycota
OTU_6140	k__Fungi
OTU_6161	k__Fungi;p__Ascomycota
OTU_6163	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriaceae;g__Oedohysterium;s__Oedohysterium_pulchrum_SH461445.07FU
OTU_6143	k__Fungi
OTU_6180	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Coriolaceae;g__Fomes;s__Fomes_fomentarius_SH198216.07FU
OTU_6162	k__Fungi;p__Ascomycota
OTU_6168	k__Fungi
OTU_6171	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_6164	k__Fungi
OTU_6165	k__Fungi
OTU_6169	k__Fungi
OTU_6172	k__Fungi;p__Ascomycota
OTU_6175	k__Fungi;p__Ascomycota
OTU_6173	k__Fungi;p__Ascomycota
OTU_6142	k__Fungi
OTU_6177	k__Fungi
OTU_6178	k__Fungi
OTU_6181	k__Fungi;p__Ascomycota
OTU_6184	k__Fungi;p__Ascomycota
OTU_6152	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales
OTU_6183	k__Fungi;p__Ascomycota
OTU_6187	k__Fungi;p__Ascomycota
OTU_6189	k__Fungi
OTU_6191	k__Fungi;p__Ascomycota
OTU_6198	k__Fungi;p__Ascomycota;c__Xylonomycetes;o__Xylonomycetales;f__Xylonomycetales_fam_Incertae_sedis;g__Symbiotaphrina;s__Symbiotaphrina_buchneri_SH643910.07FU
OTU_6192	k__Fungi;p__Ascomycota
OTU_6193	k__Fungi
OTU_6190	k__Fungi
OTU_6195	k__Fungi;p__Basidiomycota
OTU_6197	k__Fungi;p__Ascomycota
OTU_6200	k__Fungi
OTU_6209	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Phlebia;s__Phlebia_georgica_SH467591.07FU
OTU_6211	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_6203	k__Fungi
OTU_6199	k__Fungi
OTU_6202	k__Fungi
OTU_6182	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus
OTU_6206	k__Fungi;p__Ascomycota
OTU_6196	k__Fungi
OTU_6214	k__Fungi
OTU_6212	k__Fungi;p__Ascomycota
OTU_6208	k__Fungi
OTU_6205	k__Fungi
OTU_6194	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Halomycetaceae;g__Paranamyces;s__Paranamyces_uniporus_SH467637.07FU
OTU_6204	k__Fungi
OTU_6215	k__Fungi
OTU_6201	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_fuscus_SH205049.07FU
OTU_6185	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
OTU_6219	k__Fungi;p__Ascomycota
OTU_6220	k__Fungi;p__Ascomycota
OTU_6222	k__Fungi
OTU_6221	k__Fungi;p__Ascomycota
OTU_6218	k__Fungi
OTU_6224	k__Fungi;p__Ascomycota
OTU_6210	k__Fungi
OTU_6227	k__Fungi
OTU_6232	k__Fungi
OTU_6207	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales
OTU_6233	k__Fungi
OTU_6229	k__Fungi;p__Ascomycota
OTU_6235	k__Fungi
OTU_6240	k__Fungi
OTU_6213	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora
OTU_6244	k__Fungi
OTU_6241	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_6251	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes
OTU_6243	k__Fungi
OTU_6242	k__Fungi;p__Ascomycota
OTU_6247	k__Fungi;p__Ascomycota
OTU_6246	k__Fungi
OTU_6245	k__Fungi
OTU_6253	k__Fungi
OTU_6249	k__Fungi
OTU_6258	k__Fungi
OTU_6252	k__Fungi;p__Ascomycota
OTU_6259	k__Fungi
OTU_6257	k__Fungi
OTU_6225	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae
OTU_6250	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
OTU_6223	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora
OTU_6255	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytridiaceae;g__Polyphlyctis;s__Polyphlyctis_unispina_SH460283.07FU
OTU_6254	k__Fungi;p__Ascomycota
OTU_6263	k__Fungi;p__Ascomycota
OTU_6261	k__Fungi;p__Ascomycota
OTU_6262	k__Fungi
OTU_6271	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia
OTU_6260	k__Fungi
OTU_6264	k__Fungi
OTU_6230	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_copticola_SH205212.07FU
OTU_6236	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__Cyphellophora_laciniata_SH197858.07FU
OTU_6265	k__Fungi
OTU_6256	k__Fungi
OTU_6267	k__Fungi
OTU_6279	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
OTU_6269	k__Fungi;p__Ascomycota
OTU_6273	k__Fungi;p__Ascomycota
OTU_6272	k__Fungi
OTU_6270	k__Fungi
OTU_6285	k__Fungi
OTU_6274	k__Fungi;p__Ascomycota
OTU_6276	k__Fungi;p__Ascomycota
OTU_6286	k__Fungi;p__Ascomycota
OTU_6277	k__Fungi;p__Ascomycota
OTU_6278	k__Fungi
OTU_6287	k__Fungi
OTU_6284	k__Fungi
OTU_6289	k__Fungi
OTU_6288	k__Fungi;p__Ascomycota
OTU_6295	k__Fungi
OTU_6266	k__Fungi
OTU_6290	k__Fungi
OTU_6294	k__Fungi
OTU_6293	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_6298	k__Fungi;p__Ascomycota
OTU_6306	k__Fungi
OTU_6301	k__Fungi
OTU_6283	k__Fungi;p__Ascomycota
OTU_6299	k__Fungi
OTU_6302	k__Fungi;p__Ascomycota
OTU_6300	k__Fungi
OTU_6304	k__Fungi;p__Ascomycota
OTU_6311	k__Fungi
OTU_6319	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma
OTU_6312	k__Fungi
OTU_6296	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
OTU_6316	k__Fungi;p__Ascomycota
OTU_6323	k__Fungi
OTU_6326	k__Plantae
OTU_6314	k__Fungi;p__Basidiomycota
OTU_6321	k__Fungi
OTU_6317	k__Fungi
OTU_6318	k__Fungi
OTU_6313	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_6325	k__Fungi;p__Ascomycota
OTU_6324	k__Fungi
OTU_6307	k__Fungi;p__Ascomycota
OTU_6336	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycopsidaceae;g__Saccharomycopsis;s__Saccharomycopsis_fibuligera_SH463419.07FU
OTU_6329	k__Fungi;p__Ascomycota
OTU_6327	k__Fungi
OTU_6333	k__Fungi
OTU_6308	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Dentiscutata
OTU_6339	k__Fungi
OTU_6332	k__Fungi;p__Ascomycota
OTU_6337	k__Fungi;p__Ascomycota
OTU_6334	k__Fungi;p__Ascomycota
OTU_6305	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae
OTU_6322	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae
OTU_6344	k__Fungi
OTU_6340	k__Fungi;p__Ascomycota
OTU_6315	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae
OTU_6351	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Rickenellaceae;g__Rickenella;s__Rickenella_fibula_SH211192.07FU
OTU_6345	k__Fungi
OTU_6328	k__Fungi
OTU_6348	k__Fungi;p__Basidiomycota
OTU_6347	k__Fungi
OTU_6331	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_cliviae_SH207303.07FU
OTU_6355	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae
OTU_6330	k__Fungi;p__Rozellomycota
OTU_6350	k__Fungi
OTU_6353	k__Fungi
OTU_6352	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
OTU_6346	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Catenariaceae;g__Catenaria
OTU_6354	k__Fungi;p__Ascomycota
OTU_6357	k__Fungi;p__Ascomycota;c__Xylonomycetes;o__Xylonomycetales;f__Xylonomycetales_fam_Incertae_sedis;g__Symbiotaphrina
OTU_6360	k__Fungi
OTU_6356	k__Fungi
OTU_6358	k__Fungi;p__Ascomycota
OTU_6359	k__Fungi
OTU_6361	k__Fungi
OTU_6364	k__Fungi
OTU_6363	k__Fungi;p__Ascomycota
OTU_6369	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus
OTU_6338	k__Fungi
OTU_6362	k__Fungi
OTU_6365	k__Fungi;p__Ascomycota
OTU_6342	k__Fungi
OTU_6374	k__Fungi
OTU_6370	k__Fungi;p__Ascomycota
OTU_6368	k__Fungi
OTU_6371	k__Fungi;p__Ascomycota
OTU_6376	k__Fungi
OTU_6375	k__Fungi;p__Ascomycota
OTU_6372	k__Fungi
OTU_6367	k__Fungi
OTU_6389	k__Plantae
OTU_6373	k__Fungi
OTU_6378	k__Fungi;p__Ascomycota
OTU_6381	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae
OTU_6384	k__Fungi;p__Ascomycota
OTU_6377	k__Fungi
OTU_6382	k__Fungi
OTU_6383	k__Fungi
OTU_6387	k__Fungi
OTU_6391	k__Fungi;p__Ascomycota
OTU_6394	k__Fungi
OTU_6396	k__Fungi
OTU_6366	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_6392	k__Fungi
OTU_6379	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Kondoa
OTU_6395	k__Fungi
OTU_6398	k__Fungi
OTU_6404	k__Fungi;p__Ascomycota
OTU_6409	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Pannariaceae;g__Degeliella;s__Degeliella_versicolor_SH474318.07FU
OTU_6399	k__Fungi;p__Ascomycota
OTU_6401	k__Fungi
OTU_6385	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_6403	k__Fungi
OTU_6408	k__Fungi;p__Ascomycota
OTU_6406	k__Fungi;p__Ascomycota
OTU_6405	k__Fungi
OTU_6413	k__Fungi
OTU_6407	k__Fungi
OTU_6411	k__Fungi;p__Ascomycota
OTU_6412	k__Fungi
OTU_6416	k__Fungi
OTU_6424	k__Fungi;p__Ascomycota
OTU_6418	k__Fungi
OTU_6402	k__Fungi
OTU_6388	k__Fungi
OTU_6415	k__Fungi
OTU_6414	k__Fungi
OTU_6417	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_6423	k__Fungi;p__Basidiomycota
OTU_6422	k__Fungi;p__Ascomycota
OTU_6420	k__Fungi;p__Ascomycota
OTU_6421	k__Fungi
OTU_6400	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Cystobasidiomycetes_fam_Incertae_sedis;g__Symmetrospora;s__Symmetrospora_marina_SH205937.07FU
OTU_6430	k__Fungi
OTU_6429	k__Fungi;p__Ascomycota
OTU_6428	k__Fungi;p__Ascomycota
OTU_6427	k__Fungi;p__Ascomycota
OTU_6437	k__Fungi;p__Ascomycota
OTU_6439	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae;g__Sarcogyne
OTU_6431	k__Fungi
OTU_6433	k__Fungi;p__Ascomycota
OTU_6436	k__Fungi
OTU_6438	k__Fungi
OTU_6442	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Dactylellina;s__Dactylellina_ellipsospora_SH469880.07FU
OTU_6435	k__Fungi
OTU_6446	k__Fungi
OTU_6447	k__Fungi;p__Ascomycota
OTU_6443	k__Fungi;p__Ascomycota
OTU_6444	k__Fungi
OTU_6441	k__Fungi;p__Ascomycota
OTU_6426	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales
OTU_6454	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__Arthroderma_cajetanum_SH180310.07FU
OTU_6448	k__Fungi
OTU_6449	k__Fungi
OTU_6453	k__Fungi
OTU_6450	k__Fungi
OTU_6451	k__Fungi;p__Ascomycota
OTU_6460	k__Fungi
OTU_6455	k__Fungi
OTU_6419	k__Fungi
OTU_6459	k__Fungi;p__Ascomycota
OTU_6457	k__Fungi;p__Ascomycota
OTU_6440	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus
OTU_6425	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces
OTU_6432	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_candidus_SH331246.07FU
OTU_6458	k__Fungi;p__Ascomycota
OTU_6465	k__Fungi;p__Ascomycota
OTU_6466	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_6452	k__Fungi
OTU_6468	k__Fungi;p__Ascomycota
OTU_6464	k__Fungi
OTU_6463	k__Fungi
OTU_6470	k__Fungi;p__Ascomycota
OTU_6469	k__Fungi
OTU_6484	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__Arthroderma_cajetanum_SH180310.07FU
OTU_6479	k__Fungi
OTU_6477	k__Fungi;p__Ascomycota
OTU_6486	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_6471	k__Fungi;p__Basidiomycota;c__Tremellomycetes
OTU_6481	k__Fungi
OTU_6480	k__Fungi
OTU_6483	k__Fungi
OTU_6482	k__Fungi
OTU_6487	k__Fungi
OTU_6494	k__Fungi
OTU_6488	k__Fungi;p__Ascomycota
OTU_6498	k__Fungi;p__Ascomycota
OTU_6475	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
OTU_6489	k__Fungi
OTU_6502	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales
OTU_6499	k__Fungi
OTU_6490	k__Fungi
OTU_6495	k__Fungi
OTU_6504	k__Fungi;p__Ascomycota
OTU_6496	k__Fungi
OTU_6473	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_6505	k__Fungi
OTU_6514	k__Fungi;p__Ascomycota
OTU_6508	k__Fungi;p__Ascomycota
OTU_6506	k__Fungi
OTU_6515	k__Fungi;p__Ascomycota
OTU_6513	k__Fungi;p__Ascomycota
OTU_6501	k__Fungi
OTU_6510	k__Fungi;p__Ascomycota
OTU_6512	k__Fungi
OTU_6485	k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis
OTU_6511	k__Fungi
